"stop_id","stop_desc","stop_lat","stop_lon","wheelchair_boarding"
"acc_4_233_563","Avda de Gibraltar 2","40.3265","-3.75956","0"
"acc_4_234_564","Avda  Orellana 3","40.32213","-3.76852","0"
"acc_4_234_565","Avda  Orellana 3","40.32142","-3.76867","0"
"acc_4_234_566","Avda  Orellana 3","40.32183","-3.76865","0"
"acc_4_235_567","Calle del Cobre SN","40.32906","-3.77169","0"
"acc_4_235_568","Calle  Virgen del Camino 3","40.3286","-3.77113","0"
"acc_4_235_592","Calle  Virgen del Camino 1","40.3287","-3.77104","0"
"acc_4_235_593","Calle  Virgen del Camino 5","40.32857","-3.77118","0"
"acc_4_236_569","Avda del Mar Mediterráneo SN","40.3359","-3.77604","0"
"acc_4_236_570","Calle de la Encina SN","40.33646","-3.77573","0"
"acc_4_236_571","Avda del Mar Mediterráneo SN","40.33633","-3.7761","0"
"acc_4_23_76","Calle de Santillana del Mar 19","40.39015","-3.64527","0"
"acc_4_23_77","Avda de la Albufera 248","40.38969","-3.64562","0"
"acc_4_23_78","Calle de la Albufera 246","40.38989","-3.64545","0"
"acc_4_24_79","Avda de la Albufera 285","40.38757","-3.63998","0"
"acc_4_24_80","Avda de la Albufera 280","40.38686","-3.63959","0"
"acc_4_24_81","Avda de la Albufera 278","40.38706","-3.6398","0"
"acc_4_24_82","Avda de la Albufera 285","40.38737","-3.63971","0"
"acc_4_252_623","Calle de la Corbeta 12","40.45739","-3.5881","0"
"acc_4_252_624","Calle de la Corbeta 14","40.45753","-3.58775","0"
"acc_4_253_625","Calle de Velero 15","40.45294","-3.59494","0"
"acc_4_253_626","Calle de Velero 17","40.45331","-3.59438","0"
"acc_4_253_627","Calle de Pinos de Osuna 15","40.45361","-3.59354","0"
"acc_4_254_628","Avda de los Poblados 91","40.37385","-3.74005","0"
"acc_4_254_629","Avda de los Poblados 96","40.37346","-3.73991","0"
"acc_4_254_630","Avda de los Poblados 96","40.37345","-3.73999","0"
"acc_4_255_631","Avda de Carabanchel Alto 15","40.37199","-3.7518","0"
"acc_4_255_632","Cllon de Rosa 15","40.3718","-3.75171","0"
"acc_4_256_633","Avda de la Peseta 61","40.36423","-3.75703","0"
"acc_4_256_634","Avda de la Peseta 61","40.36415","-3.75707","0"
"acc_4_257_635","Calle de la Fuente de Lima 2","40.38382","-3.78391","0"
"acc_4_257_636","Calle de la Fuente de Lima 2","40.3838","-3.78396","0"
"acc_4_258_637","G.v. de Hortaleza 49 A","40.46815","-3.64831","0"
"acc_4_258_638","Avda de la Gran Vía de Hortaleza SN","40.46801","-3.64815","0"
"acc_4_259_639","Calle del Bronce 1 A","40.39304","-3.6885","0"
"acc_4_25_577","Calle de Jesús del Pino 32","40.38196","-3.62453","0"
"acc_4_25_83","Avda de la Democracia 1","40.38224","-3.62498","0"
"acc_4_25_84","Calle de Sierra de Guadalupe 23","40.38208","-3.62467","0"
"acc_4_25_85","Avda de la Democracia 1","40.38208","-3.62473","0"
"acc_4_25_86","Avda de la Democracia 4","40.3831","-3.62508","0"
"acc_4_260_640","Avda del Marqués de Corbera 56","40.42647","-3.65071","0"
"acc_4_260_641","Avda del Marqués de Corbera 58","40.42651","-3.65042","0"
"acc_4_261_474","Calle del Padre Francisco Palau y Quer SN","40.47314","-3.68308","0"
"acc_4_261_642","Calle del Padre Francisco Palau y Quer SN","40.47323","-3.68313","0"
"acc_4_262_643","Calle del Bambú 14","40.47683","-3.67642","0"
"acc_4_262_644","Calle del Bambú 14","40.47705","-3.67684","0"
"acc_4_263_645","Calle de Arturo Soria 330","40.4802","-3.66682","0"
"acc_4_263_646","Calle de Arturo Soria 330","40.48015","-3.66693","0"
"acc_4_264_647","Calle del Capitán Cortés 2","40.47488","-3.65234","0"
"acc_4_264_648","Calle de la Costa del sol 20 D","40.4742","-3.65204","0"
"acc_4_265_649","Calle de Vélez Rubio 1 D","40.47684","-3.66285","0"
"acc_4_265_650","Calle de Vélez Rubio 1 D","40.47684","-3.66285","0"
"acc_4_267_651","Avda de Córdoba 21","40.3842","-3.69788","0"
"acc_4_267_652","Avda de Córdoba SN","40.38385","-3.6983","0"
"acc_4_267_653","Avda de Córdoba SN","40.38389","-3.69837","0"
"acc_4_268_654","Avda de Córdoba SN","40.37549","-3.69588","0"
"acc_4_268_655","Avda de Córdoba SN","40.37521","-3.69575","0"
"acc_4_269_656","Avda de la Perla 35","40.36992","-3.69416","0"
"acc_4_269_657","Avda de Andalucía 20","40.36988","-3.69462","0"
"acc_4_269_658","Avda de la Perla 37","40.36961","-3.6941","0"
"acc_4_26_87","Paseo de Federico García Lorca 3","40.37933","-3.62105","0"
"acc_4_26_88","Plaza  Sierra de gador 10","40.37978","-3.62187","0"
"acc_4_26_89","Paseo de Federico García Lorca 1 B","40.37949","-3.62103","0"
"acc_4_270_659","Calle de la Tertulia 17","40.35954","-3.69295","0"
"acc_4_270_660","Paseo de Gigantes y Cabezudos 10","40.36005","-3.69367","0"
"acc_4_270_661","Paseo de Gigantes y Cabezudos 12","40.35973","-3.69366","0"
"acc_4_271_662","Calle de Santiago Amón 1","40.35057","-3.69335","0"
"acc_4_271_663","Calle de Santa Petronila 3","40.35109","-3.69256","0"
"acc_4_271_664","Calle de Santa Petronila 7","40.35081","-3.69256","0"
"acc_4_272_665","Calle de Moncada 102","40.34112","-3.69249","0"
"acc_4_272_666","Avda de Andalucía SN","40.34167","-3.69312","0"
"acc_4_272_667","Calle de Moncada 101","40.34145","-3.69248","0"
"acc_4_273_668","Calle del Valle de Tobalina 54","40.341","-3.71271","0"
"acc_4_273_670","Calle del Valle de Tobalina 54","40.34104","-3.71278","0"
"acc_4_274_693","Calle del Retablo de Melisendra SN","40.50108","-3.69474","0"
"acc_4_275_691","Avda de Monasterio de Silos 63 A","40.50529","-3.69582","0"
"acc_4_275_692","Avda de Monasterio de Silos 63 A","40.50528","-3.69584","0"
"acc_4_276_689","Calle de Palas de Rey 30","40.50843","-3.66936","0"
"acc_4_276_690","Calle de Palas de Rey 30","40.50844","-3.66939","0"
"acc_4_277_687","Ronda de la Comunicación 20","40.51571","-3.66284","0"
"acc_4_277_688","Ronda de la Comunicación 20","40.51586","-3.66289","0"
"acc_4_278_685","Calle de Sepúlveda 1","40.52763","-3.65865","0"
"acc_4_278_686","Calle de la Granja 14","40.52772","-3.65855","0"
"acc_4_279_683","Avda de la Ermita 5","40.53187","-3.6355","0"
"acc_4_279_684","Avda de la Ermita 5","40.53199","-3.63548","0"
"acc_4_27_90","Calle del Congosto 35","40.372","-3.61866","0"
"acc_4_27_91","Calle del Congosto 33","40.37233","-3.61867","0"
"acc_4_27_92","Calle del Congosto 50","40.37213","-3.61891","0"
"acc_4_280_680","Calle del Marqués de la Valdavia 21","40.54112","-3.63739","0"
"acc_4_280_681","Calle del Marqués de la Valdavia 21","40.54107","-3.63755","0"
"acc_4_281_678","Calle  Manuel de Falla 59","40.55044","-3.64708","0"
"acc_4_281_679","Calle  Manuel de Falla 59","40.55063","-3.64682","0"
"acc_4_282_676","Avda de las Lomas del Rey 2","40.55439","-3.63507","0"
"acc_4_282_677","Avda de las Lomas del Rey 8","40.55435","-3.6354","0"
"acc_4_283_674","Avda de la Plaza de Toros 7","40.55028","-3.62336","0"
"acc_4_283_675","Avda de la Plaza de Toros 7","40.55039","-3.62327","0"
"acc_4_284_671","Paseo  Europa SN","40.5602","-3.61143","0"
"acc_4_284_672","Paseo  Europa SN","40.55976","-3.61066","0"
"acc_4_284_673","Paseo  Europa SN","40.5597","-3.61077","0"
"acc_4_285_694","Ctra de Alcobendas a Barajas SN","40.49218","-3.59316","0"
"acc_4_286_710","Avda de Arcentales SN","40.43384","-3.60102","0"
"acc_4_286_711","Calle de Estocolmo 91","40.43298","-3.60165","0"
"acc_4_286_712","Calle de Estocolmo 91","40.43291","-3.60152","0"
"acc_4_287_708","Avda de España 8","40.4227","-3.56882","0"
"acc_4_287_709","Avda de España 8","40.42273","-3.56895","0"
"acc_4_288_703","Calle del Doctor Fleming SN","40.42385","-3.56197","0"
"acc_4_288_704","Calle de Luis Braille SN","40.42382","-3.56117","0"
"acc_4_288_706","Calle de Luis Braille SN","40.42373","-3.56083","0"
"acc_4_288_707","Calle del Doctor Fleming SN","40.42355","-3.562","0"
"acc_4_289_701","Calle  Honduras SN","40.42512","-3.54782","0"
"acc_4_289_702","Calle  Honduras SN","40.42519","-3.54798","0"
"acc_4_28_93","Calle de Alcalá 237","40.43104","-3.66329","0"
"acc_4_28_94","Calle de Alcalá 237","40.4312","-3.66338","0"
"acc_4_290_699","Calle de Gonzalo de Córdoba 24","40.42442","-3.53535","0"
"acc_4_290_700","Calle de Gonzalo de Córdoba 26","40.42447","-3.53587","0"
"acc_4_291_697","Plaza  Guernica 1","40.42286","-3.52543","0"
"acc_4_291_698","Plaza  Guernica 1","40.42299","-3.52544","0"
"acc_4_292_695","Avda de Algorta 12","40.41779","-3.52709","0"
"acc_4_292_696","Avda de Algorta 12","40.41773","-3.52725","0"
"acc_4_293_713","Avda del Ensanche de Vallecas 16","40.37029","-3.61346","0"
"acc_4_293_714","Avda del Ensanche de Vallecas 16","40.37025","-3.61337","0"
"acc_4_294_715","Calle de Cañada del Santísimo 45","40.36317","-3.59958","0"
"acc_4_294_716","Calle de Cañada del Santísimo 45","40.36325","-3.59948","0"
"acc_4_295_717","Avda del Ensanche de Vallecas 120 A","40.36004","-3.59319","0"
"acc_4_295_718","Avda del Ensanche de Vallecas 120 A","40.36009","-3.59312","0"
"acc_4_296_761","Camino  Labor SN","40.41756","-3.53442","0"
"acc_4_296_762","Camino  Labor SN","40.41784","-3.53495","0"
"acc_4_29_95","Plaza de Manuel Becerra 4","40.4282","-3.66951","0"
"acc_4_29_96","Plaza de Manuel Becerra 20","40.42762","-3.66927","0"
"acc_4_2_5","Calle de Bravo Murillo 324","40.46409","-3.69577","0"
"acc_4_2_6","Calle de Bravo Murillo 350","40.46479","-3.69399","0"
"acc_4_300_815","Calle  Concepción Arenal 1","40.34126","-3.52489","0"
"acc_4_300_816","Calle  Marie Curie 5","40.34021","-3.52617","0"
"acc_4_300_817","Calle  Marie Curie 5","40.34004","-3.52601","0"
"acc_4_305_1045","Calle  San José 40","40.35789","-3.77783","0"
"acc_4_305_1046","Calle  San José 44","40.35771","-3.77745","0"
"acc_4_30_100","Avda de Felipe II 1","40.42421","-3.6761","0"
"acc_4_30_101","Calle de Goya 62","40.42478","-3.67758","0"
"acc_4_30_778","Calle de Goya 87","40.42494","-3.67662","0"
"acc_4_30_779","Calle de Goya 87","40.42495","-3.67666","0"
"acc_4_30_780","Avda de Felipe II 1","40.42423","-3.67619","0"
"acc_4_30_781","Avda de Felipe II 1","40.42422","-3.67615","0"
"acc_4_30_782","Calle del General Díaz Porlier 3","40.42441","-3.67734","0"
"acc_4_30_97","Calle del Conde del Peñalver 2","40.42499","-3.67556","0"
"acc_4_30_98","Calle de Goya 89","40.42508","-3.67581","0"
"acc_4_30_99","Avda de Felipe II 12","40.4239","-3.67614","0"
"acc_4_31_103","Calle de Alcalá 125","40.42308","-3.67976","0"
"acc_4_322_1058","Calle de Arriaga 75","40.42374","-3.63925","0"
"acc_4_322_1059","Calle de Francisco Largo Caballero 15","40.42358","-3.63909","0"
"acc_4_323_1060","Plaza de Alsacia S/N","40.41767","-3.62301","0"
"acc_4_323_1061","Plaza de Alsacia S/N","40.41806","-3.62326","0"
"acc_4_323_1062","Avda de Guadalajara 2","40.41864","-3.62319","0"
"acc_4_323_1063","Avda de Guadalajara 2","40.41861","-3.6234","0"
"acc_4_324_1064","Avda de Guadalajara 110","40.42233","-3.61196","0"
"acc_4_324_1065","Avda de Guadalajara 110","40.42246","-3.61162","0"
"acc_4_325_1066","Calle de Suecia 44","40.4239","-3.60366","0"
"acc_4_325_1067","Paseo de Ginebra 35","40.42376","-3.60304","0"
"acc_4_326_1068","Avda del Ventisquero de la Condesa 28","40.49103","-3.71635","0"
"acc_4_326_1069","Avda del Ventisquero de la Condesa 28","40.49124","-3.71687","0"
"acc_4_32_104","Calle de Lagasca 4","40.42082","-3.68582","0"
"acc_4_32_105","Calle de Lagasca 4","40.42096","-3.68581","0"
"acc_4_32_106","Calle de Alcalá 60","40.42005","-3.68612","0"
"acc_4_32_107","Calle de Alcalá 75","40.42044","-3.6871","0"
"acc_4_33_108","Calle de Alcalá 51","40.41937","-3.69419","0"
"acc_4_33_109","Calle de Alcalá 48","40.41895","-3.69451","0"
"acc_4_33_110","Calle de Alcalá 46","40.41874","-3.69563","0"
"acc_4_33_111","Calle de Alcalá 47","40.41907","-3.69584","0"
"acc_4_345_1075","Calle de Monasterio de Las Huelgas 5","40.49963","-3.70916","0"
"acc_4_345_1076","Calle de Monasterio de Las Huelgas 5","40.49962","-3.70924","0"
"acc_4_34_112","Calle de Alcalá 16","40.41773","-3.69948","0"
"acc_4_34_113","Calle de Alcalá 21","40.4179","-3.69963","0"
"acc_4_34_114","Calle de Alcalá 23","40.41807","-3.69911","0"
"acc_4_36_1054","Plaza de Isabel II 9","40.41806","-3.70936","0"
"acc_4_36_1056","Plaza de Isabel II 5","40.41823","-3.70935","0"
"acc_4_36_1057","Plaza de Isabel II 8","40.41811","-3.70925","0"
"acc_4_37_116","Plaza de Santo Domingo 6","40.42044","-3.7086","0"
"acc_4_37_117","Calle  Gran Vía 51","40.4213","-3.70778","0"
"acc_4_38_118","Calle de San Bernardo 45","40.4242","-3.70746","0"
"acc_4_38_119","Calle de San Bernardo 51","40.4255","-3.70742","0"
"acc_4_39_120","Gta de Ruiz Jiménez 2","40.42988","-3.70604","0"
"acc_4_39_121","Gta de Ruiz Jiménez 5","40.42967","-3.7053","0"
"acc_4_3_7","Calle de Bravo Murillo 269","40.45982","-3.69929","0"
"acc_4_3_8","Calle del General Margallo 2","40.46115","-3.69788","0"
"acc_4_40_122","Gta de Quevedo 2","40.43339","-3.70472","0"
"acc_4_40_123","Gta de Quevedo 1","40.43311","-3.70434","0"
"acc_4_41_124","Calle de Bravo Murillo 40","40.43832","-3.70412","0"
"acc_4_41_125","Calle de Bravo Murillo 47","40.43825","-3.70434","0"
"acc_4_41_126","Calle de Bravo Murillo 47 A","40.43846","-3.70441","0"
"acc_4_43_127","Plaza de Legazpi 1","40.39159","-3.69484","0"
"acc_4_43_128","Paseo de las Delicias 130","40.39328","-3.69493","0"
"acc_4_43_783","Plaza de Legazpi 2","40.39139","-3.69454","0"
"acc_4_43_784","Plaza de Legazpi 1","40.39147","-3.69463","0"
"acc_4_44_129","Paseo de las Delicias 78","40.39861","-3.69433","0"
"acc_4_44_130","Paseo de las Delicias 60","40.39978","-3.6942","0"
"acc_4_44_785","Paseo de las Delicias 61 A","40.40024","-3.6939","0"
"acc_4_44_786","Paseo de las Delicias 58","40.40002","-3.69414","0"
"acc_4_45_131","Calle de Palos de la Frontera 42 A","40.40293","-3.69396","0"
"acc_4_45_787","Calle de Palos de la Frontera 29","40.40316","-3.6944","0"
"acc_4_45_788","Calle de Palos de la Frontera 33","40.40314","-3.69414","0"
"acc_4_46_136","Gta de Embajadores 5","40.40459","-3.70251","0"
"acc_4_46_137","Gta de Embajadores 3","40.40508","-3.70181","0"
"acc_4_46_789","Gta de Embajadores 7","40.40467","-3.7029","0"
"acc_4_47_790","Calle de Argumosa 3","40.4084","-3.70037","0"
"acc_4_47_791","Calle de Argumosa 1","40.40845","-3.70074","0"
"acc_4_49_139","Calle del Carmen 28","40.41971","-3.70549","0"
"acc_4_49_140","Plaza del Callao 1","40.42002","-3.70581","0"
"acc_4_49_141","Calle  Gran Vía 39","40.42014","-3.70524","0"
"acc_4_49_142","Calle  Gran Vía 46","40.42049","-3.70607","0"
"acc_4_49_792","Calle de Jacometrezo 1","40.42009","-3.70613","0"
"acc_4_49_793","Calle de Jacometrezo 1","40.4201","-3.70614","0"
"acc_4_49_794","Plaza del Callao 1","40.42013","-3.7058","0"
"acc_4_4_10","Calle de Bravo Murillo 170","40.45367","-3.70283","0"
"acc_4_4_11","Calle de Bravo Murillo 194","40.45525","-3.70248","0"
"acc_4_4_12","Calle de Bravo Murillo 205","40.45533","-3.70274","0"
"acc_4_4_9","Calle de Bravo Murillo 183","40.45363","-3.70309","0"
"acc_4_50_143","Plaza de Gran Vía 73","40.42319","-3.71097","0"
"acc_4_50_144","Calle  Gran Vía 80","40.42331","-3.71051","0"
"acc_4_50_145","Plaza de España 18","40.42415","-3.71196","0"
"acc_4_50_146","Calle de los Reyes 1","40.42364","-3.71067","0"
"acc_4_50_147","Calle de la Princesa 2","40.42367","-3.71094","0"
"acc_4_50_148","Plaza del Conde de Toreno 1","40.42435","-3.70925","0"
"acc_4_50_149","Plaza del Conde de Toreno 1","40.42435","-3.70924","0"
"acc_4_50_795","Plaza de España 18","40.42414","-3.71182","0"
"acc_4_51_150","Calle de la Princesa 23","40.42697","-3.71375","0"
"acc_4_51_618","Calle de la Princesa 22","40.42718","-3.71358","0"
"acc_4_51_796","Calle de la Princesa 22","40.42696","-3.71342","0"
"acc_4_52_151","Calle de la Princesa 56","40.43027","-3.71578","0"
"acc_4_52_152","Calle de Alberto Aguilera 70","40.43068","-3.71559","0"
"acc_4_52_153","Calle de la Princesa 65","40.43138","-3.71692","0"
"acc_4_52_154","Calle de Alberto Aguilera 62","40.43056","-3.71435","0"
"acc_4_52_797","Calle de Alberto Aguilera 70","40.43068","-3.71556","0"
"acc_4_53_155","Paseo de Moret 1","40.43473","-3.71961","0"
"acc_4_53_156","Calle de la Princesa 96","40.43469","-3.71897","0"
"acc_4_53_157","Calle de la Princesa 89","40.4347","-3.71949","0"
"acc_4_53_579","Plaza de la Moncloa 1","40.4351","-3.71924","0"
"acc_4_53_798","Calle del Arcipreste de Hita 1","40.43364","-3.71782","0"
"acc_4_53_807","Calle de la Princesa 87","40.43381","-3.71893","0"
"acc_4_57_160","Plaza de Santa Bárbara 5","40.42744","-3.69593","0"
"acc_4_57_161","Calle de Génova 2","40.42738","-3.69544","0"
"acc_4_57_162","Plaza de Alonso Martínez 4","40.42803","-3.6956","0"
"acc_4_57_163","Calle de Sagasta 30","40.42784","-3.69707","0"
"acc_4_58_164","Calle de Génova 29","40.42573","-3.69167","0"
"acc_4_58_165","Calle de Génova 28","40.4254","-3.69167","0"
"acc_4_59_167","Calle de Goya 15","40.42548","-3.68761","0"
"acc_4_59_168","Calle de Goya 4","40.42528","-3.6876","0"
"acc_4_59_169","Calle de Goya 23","40.4254","-3.68608","0"
"acc_4_59_170","Calle de Goya 10","40.42521","-3.68608","0"
"acc_4_5_13","Calle de Bravo Murillo 135","40.45026","-3.70361","0"
"acc_4_5_14","Calle de Bravo Murillo 136","40.45017","-3.70337","0"
"acc_4_60_171","Calle de Goya 41","40.42525","-3.68331","0"
"acc_4_60_172","Calle de Goya 20","40.42507","-3.68345","0"
"acc_4_60_173","Calle de Goya 53","40.42519","-3.68182","0"
"acc_4_60_174","Calle de Goya 32","40.42499","-3.68182","0"
"acc_4_62_175","Calle del Conde de Peñalver 49","40.42971","-3.67542","0"
"acc_4_62_176","Calle del Conde de Peñalver 39","40.42856","-3.67554","0"
"acc_4_63_177","Calle de Diego de León 69","40.43463","-3.67509","0"
"acc_4_63_178","Calle de Francisco Silvela 63","40.43481","-3.67501","0"
"acc_4_63_179","Calle de Francisco Silvela 56","40.435","-3.67452","0"
"acc_4_63_180","Calle  Francisco Silvela 54","40.43405","-3.6748","0"
"acc_4_63_234","Calle de Juan Bravo 52","40.43241","-3.6749","0"
"acc_4_63_235","Calle de Juan Bravo 69","40.43235","-3.67363","0"
"acc_4_63_236","Calle de Francisco Silvela 34","40.43261","-3.67237","0"
"acc_4_63_237","Calle de Francisco Silvela 40","40.43319","-3.67284","0"
"acc_4_63_238","Calle de Francisco Silvela 47","40.4332","-3.67332","0"
"acc_4_64_181","Avda de América 3","40.43781","-3.6772","0"
"acc_4_64_182","Avda de América 4","40.43766","-3.67664","0"
"acc_4_64_184","Avda de América 3","40.43778","-3.67705","0"
"acc_4_64_185","Calle de Pedro de Valdivia 31","40.43876","-3.6794","0"
"acc_4_65_186","Plaza de la Prosperidad 3","40.44428","-3.67474","0"
"acc_4_66_187","Calle de Clara del Rey 83","40.44822","-3.66786","0"
"acc_4_67_188","Calle de Ramón y Cajal 80","40.45325","-3.66197","0"
"acc_4_67_189","Avda de Ramón y Cajal 78","40.45264","-3.66372","0"
"acc_4_67_190","Avda de Ramón y Cajal 101","40.45348","-3.66239","0"
"acc_4_68_191","Calle de Ulises 1","40.45604","-3.65617","0"
"acc_4_68_192","Calle de Arturo Soria 172","40.45565","-3.65603","0"
"acc_4_68_193","Calle de José Silva 1 A","40.4556","-3.65674","0"
"acc_4_68_194","Calle de Ulises 11","40.45687","-3.65457","0"
"acc_4_69_195","Calle de Andorra 51","40.45957","-3.64586","0"
"acc_4_6_15","Gta de Cuatro Caminos 1","40.44671","-3.70428","0"
"acc_4_6_16","Calle de Santa Engracia 168","40.44652","-3.70362","0"
"acc_4_6_17","Avda de la Reina Victoria 3","40.44689","-3.70456","0"
"acc_4_6_18","Calle de Bravo Murillo 101","40.44737","-3.70406","0"
"acc_4_6_19","Calle de Maudes 8","40.44534","-3.70258","0"
"acc_4_6_615","Calle de Santa Engracia 179","40.44624","-3.70375","0"
"acc_4_70_196","Avda de Machupichu 101","40.46377","-3.6356","0"
"acc_4_70_197","Calle de Ramón Power 1","40.46372","-3.63516","0"
"acc_4_70_198","Avda de Machupichu 103","40.46461","-3.63575","0"
"acc_4_70_199","Calle de Mota del Cuervo 2","40.46512","-3.63541","0"
"acc_4_70_200","Avda de Machupichu 101","40.46371","-3.63559","0"
"acc_4_71_201","Calle de los Emigrantes SN","40.4689","-3.63833","0"
"acc_4_71_202","Gta del Mar de Cristal 1","40.46944","-3.63888","0"
"acc_4_71_203","Calle de Mar Adriático 2","40.47017","-3.63855","0"
"acc_4_71_204","Gta del Mar de Cristal 1 B","40.46939","-3.63888","0"
"acc_4_72_205","Avda de la Barranquilla 15","40.47451","-3.63957","0"
"acc_4_72_206","Calle de Baranoa 2","40.47454","-3.63939","0"
"acc_4_72_207","Avda de la Barranquilla 9","40.4743","-3.63942","0"
"acc_4_73_208","Calle de Santa Virgilia 1","40.47713","-3.64552","0"
"acc_4_73_209","Calle de Arcos 3","40.47729","-3.64517","0"
"acc_4_73_210","Calle de Santa Virgilia 6","40.47697","-3.64497","0"
"acc_4_74_1037","Calle de Alcalá 636","40.44923","-3.60897","0"
"acc_4_74_211","Calle de Alcalá 631","40.44949","-3.60808","0"
"acc_4_74_212","Calle de Alcalá 640","40.44909","-3.60814","0"
"acc_4_75_213","Calle de Alcalá 557","40.44373","-3.61712","0"
"acc_4_75_214","Calle de Alcalá 550","40.44357","-3.617","0"
"acc_4_76_215","Calle de Alcalá 506","40.44075","-3.6272","0"
"acc_4_76_216","Calle de Alcalá 527","40.44101","-3.62684","0"
"acc_4_77_217","Calle de los Hnos. García Noblejas 2","40.43758","-3.63806","0"
"acc_4_77_218","Calle de Alcalá 416","40.43784","-3.63846","0"
"acc_4_77_219","Calle de Arturo Soria 2","40.43819","-3.63802","0"
"acc_4_77_220","Calle de Alcalá 434","40.43833","-3.63604","0"
"acc_4_78_1028","Calle de Alcalá 366","40.43529","-3.64348","0"
"acc_4_78_221","Calle de Alcalá 373","40.43525","-3.64387","0"
"acc_4_78_222","Calle de Alcalá 360","40.4351","-3.64389","0"
"acc_4_78_223","Calle de Alcalá 387","40.43608","-3.64215","0"
"acc_4_78_224","Calle de Alcalá 380","40.43607","-3.64181","0"
"acc_4_78_225","Calle de Alcalá 378","40.43593","-3.64211","0"
"acc_4_79_226","Calle de Alcalá 306","40.4329","-3.64916","0"
"acc_4_79_227","Calle de Alcalá 333","40.43307","-3.64911","0"
"acc_4_79_228","Calle de Alcalá 328","40.43358","-3.64696","0"
"acc_4_79_229","Calle de la Virgen del Sagrario 3","40.43368","-3.64754","0"
"acc_4_7_20","Calle de Ríos Rosas 24","40.44189","-3.70113","0"
"acc_4_7_21","Calle de Ríos Rosas 19","40.44203","-3.7011","0"
"acc_4_7_22","Calle de Santa Engracia 120 A","40.44052","-3.70127","0"
"acc_4_80_230","Calle de Alcalá 246","40.43201","-3.6556","0"
"acc_4_80_231","Calle del Alcalde López Casero 2","40.43244","-3.65538","0"
"acc_4_80_232","Calle de Alcalá 234","40.43176","-3.65739","0"
"acc_4_80_233","Calle de Alcalá 261 B","40.4319","-3.65744","0"
"acc_4_83_239","Calle de Velazquez 92","40.43281","-3.68313","0"
"acc_4_83_240","Calle de Nuñez de Balboa 85","40.43277","-3.6823","0"
"acc_4_83_242","Plaza del Marqués de Salamanca 10","40.42974","-3.67935","0"
"acc_4_84_243","Gta de Rubén Darío 4","40.43276","-3.69097","0"
"acc_4_84_244","Gta de Rubén Darío 3","40.43318","-3.691","0"
"acc_4_84_245","Paseo de la Castellana 35","40.4333","-3.68873","0"
"acc_4_86_246","Plaza de Chueca 4","40.42263","-3.69767","0"
"acc_4_8_23","Paseo del General Martínez Campos 1","40.43506","-3.6982","0"
"acc_4_8_24","Calle de Santa Engracia 58","40.43475","-3.69853","0"
"acc_4_8_25","Calle de Santa Engracia 61","40.43389","-3.6984","0"
"acc_4_8_26","Calle de Eloy Gonzalo 38","40.43472","-3.69924","0"
"acc_4_8_27","Calle de Eloy Gonzalo 35","40.4349","-3.69932","0"
"acc_4_8_774","Gta del Pintor Sorolla 5","40.43507","-3.69846","0"
"acc_4_8_775","Gta del Pintor Sorolla 1","40.43479","-3.69896","0"
"acc_4_90_247","Calle de Toledo 56","40.41108","-3.70868","0"
"acc_4_90_248","Calle de toledo 65","40.41113","-3.70813","0"
"acc_4_90_249","Calle de Toledo 52 A","40.41166","-3.70821","0"
"acc_4_91_250","Gta de Puerta de Toledo 1","40.40681","-3.71087","0"
"acc_4_92_251","Paseo de la Esperanza 2 A","40.40376","-3.70656","0"
"acc_4_93_252","Paseo de las Acacias 58","40.40157","-3.71285","0"
"acc_4_93_253","Paseo de las Acacias 61 B","40.40143","-3.71269","0"
"acc_4_93_255","Plaza de Ortega y Munilla SN","40.40258","-3.71136","0"
"acc_4_93_256","Plaza de Ortega y Munilla SN","40.40254","-3.71138","0"
"acc_4_94_257","Gta del Marqués de Vadillo 5","40.3973","-3.71607","0"
"acc_4_94_258","Gta del Marqués de Vadillo 6","40.39766","-3.71638","0"
"acc_4_95_259","Calle del General Ricardos 104","40.39265","-3.72533","0"
"acc_4_95_260","Calle del General Ricardos 85","40.39365","-3.7231","0"
"acc_4_95_261","Calle del Camino Viejo de Leganés 1","40.3933","-3.72363","0"
"acc_4_95_262","Calle del General Ricardos 80","40.39353","-3.7237","0"
"acc_4_96_263","Gta del Valle de Oro 13","40.38844","-3.73127","0"
"acc_4_96_264","Calle del General Ricardos 164","40.38865","-3.73171","0"
"acc_4_96_265","Calle del General Ricardos 148 A","40.38987","-3.72985","0"
"acc_4_96_266","Calle del General Ricardos 143","40.38975","-3.72973","0"
"acc_4_97_267","Calle de la Oca 69","40.38869","-3.73993","0"
"acc_4_97_268","Calle de la Oca 43","40.38929","-3.73754","0"
"acc_4_98_269","Gta del Ejército SN","40.3879","-3.74485","0"
"acc_4_99_270","Calle de Ocaña 70","40.38476","-3.75058","0"
"acc_4_9_28","Gta de Bilbao 5","40.42926","-3.70193","0"
"acc_4_9_29","Gta de Bilbao 2","40.4291","-3.70164","0"
"acc_4_9_30","Gta de Bilbao 7","40.42876","-3.70206","0"
"acc_4_9_31","Calle de Luchana 22","40.43029","-3.70023","0"
"acc_4_9_32","Calle de Luchana 21","40.4305","-3.7003","0"
"acc_4_9_33","Calle de Luchana 23","40.43089","-3.69983","0"
"est_4_10","","40.42619","-3.7011","0"
"est_4_101","","40.39057","-3.76535","2"
