stop,location,stopDescription,stopLat,stopLong,wheelchairAccessible
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_161_424>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ginzo de Limia SN"^^xsd:string,"40.48531"^^xsd:double,"-3.70847"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_162_425>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ginzo de Limia 29"^^xsd:string,"40.47797"^^xsd:double,"-3.704"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_162_426>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ginzo de Limia 36"^^xsd:string,"40.47807"^^xsd:double,"-3.70354"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_162_427>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ginzo de Limia 11"^^xsd:string,"40.47625"^^xsd:double,"-3.70332"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_162_428>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ginzo de Limia 2"^^xsd:string,"40.47632"^^xsd:double,"-3.70294"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_163_429>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Asturias 33"^^xsd:string,"40.46945"^^xsd:double,"-3.6961"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_163_430>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Asturias 34"^^xsd:string,"40.46972"^^xsd:double,"-3.69571"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_165_431>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Mateo Inurria 58"^^xsd:string,"40.46746"^^xsd:double,"-3.67929"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_166_432>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pío XII 4"^^xsd:string,"40.46262"^^xsd:double,"-3.67596"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_166_433>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pío XII 16"^^xsd:string,"40.46501"^^xsd:double,"-3.67552"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_168_434>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Príncipe de Vergara 204"^^xsd:string,"40.44943"^^xsd:double,"-3.67767"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_168_435>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Príncipe de Vergara 246"^^xsd:string,"40.45233"^^xsd:double,"-3.67725"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_169_436>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Príncipe de Vergara 146"^^xsd:string,"40.44626"^^xsd:double,"-3.67803"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_169_437>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Príncipe de Vergara 157"^^xsd:string,"40.44628"^^xsd:double,"-3.67834"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_169_438>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Príncipe de Vergara 131"^^xsd:string,"40.44313"^^xsd:double,"-3.67869"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_169_439>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Príncipe de Vergara 128"^^xsd:string,"40.44311"^^xsd:double,"-3.67839"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_16_53>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Infanta Isabel 11"^^xsd:string,"40.40754"^^xsd:double,"-3.68916"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_16_54>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Infanta Isabel 15"^^xsd:string,"40.40701"^^xsd:double,"-3.68818"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_16_572>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Infanta Isabel 11"^^xsd:string,"40.40746"^^xsd:double,"-3.68899"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_173_440>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ibiza 7"^^xsd:string,"40.41836"^^xsd:double,"-3.67803"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_175_441>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 1"^^xsd:string,"40.41121"^^xsd:double,"-3.66011"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_175_442>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 12"^^xsd:string,"40.41061"^^xsd:double,"-3.66017"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_175_443>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Sirio 24"^^xsd:string,"40.41177"^^xsd:double,"-3.66342"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_176_444>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 75"^^xsd:string,"40.40993"^^xsd:double,"-3.65013"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_176_445>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 104"^^xsd:string,"40.40951"^^xsd:double,"-3.6499"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_176_446>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 59"^^xsd:string,"40.41028"^^xsd:double,"-3.6527"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_176_447>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Arroyo Belincoso 36"^^xsd:string,"40.41005"^^xsd:double,"-3.65246"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_177_448>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 119"^^xsd:string,"40.40698"^^xsd:double,"-3.64409"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_177_449>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Camino de los Vinateros 172"^^xsd:string,"40.40669"^^xsd:double,"-3.64416"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_177_450>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Pico de los Artilleros 126"^^xsd:string,"40.40538"^^xsd:double,"-3.64149"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_177_451>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Pico de los Artilleros 59"^^xsd:string,"40.40505"^^xsd:double,"-3.64161"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_178_452>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Hacienda de Pavones 215"^^xsd:string,"40.40084"^^xsd:double,"-3.6355"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_178_453>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Hacienda de Pavones 340"^^xsd:string,"40.40066"^^xsd:double,"-3.6355"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_178_803>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Hacienda de Pavones 342"^^xsd:string,"40.40056"^^xsd:double,"-3.63516"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_179_454>,<http://transport.linkeddata.es/resource/LocationType/2>,"Bulv de Indalecio Prieto 20 A"^^xsd:string,"40.40098"^^xsd:double,"-3.62116"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_179_455>,<http://transport.linkeddata.es/resource/LocationType/2>,"Bulv de Indalecio Prieto 22"^^xsd:string,"40.4008"^^xsd:double,"-3.62133"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_179_456>,<http://transport.linkeddata.es/resource/LocationType/2>,"Bulv de Indalecio Prieto 33"^^xsd:string,"40.39901"^^xsd:double,"-3.62199"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_17_57>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Menéndez Pelayo 123"^^xsd:string,"40.40443"^^xsd:double,"-3.68067"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_17_58>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Menéndez Pelayo 44"^^xsd:string,"40.40452"^^xsd:double,"-3.68091"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_17_59>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Gutenberg 1"^^xsd:string,"40.40489"^^xsd:double,"-3.68171"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_180_457>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de los Artilleros 35"^^xsd:string,"40.40452"^^xsd:double,"-3.60889"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_180_458>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de los Artilleros 14"^^xsd:string,"40.40482"^^xsd:double,"-3.60917"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_180_459>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de los Artilleros 14"^^xsd:string,"40.40433"^^xsd:double,"-3.60924"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_181_460>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 44"^^xsd:string,"40.4039"^^xsd:double,"-3.60483"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_181_461>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 55"^^xsd:string,"40.40399"^^xsd:double,"-3.6014"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_181_462>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 52"^^xsd:string,"40.40385"^^xsd:double,"-3.60367"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_182_463>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 85"^^xsd:string,"40.4014"^^xsd:double,"-3.59588"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_182_464>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 85"^^xsd:string,"40.40142"^^xsd:double,"-3.59583"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_182_465>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Cipriano 85"^^xsd:string,"40.40133"^^xsd:double,"-3.59584"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_183_467>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo  Ferrocarril 9"^^xsd:string,"40.3674"^^xsd:double,"-3.54841"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_184_468>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Wenceslao García SN"^^xsd:string,"40.32845"^^xsd:double,"-3.52035"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_185_469>,<http://transport.linkeddata.es/resource/LocationType/2>,"Ctra de Campo Real 20"^^xsd:string,"40.31884"^^xsd:double,"-3.47782"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_186_470>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Estación 37"^^xsd:string,"40.30353"^^xsd:double,"-3.4475"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_187_471>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Fuente Chica 23"^^xsd:string,"40.49509"^^xsd:double,"-3.69326"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_188_472>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 261"^^xsd:string,"40.48023"^^xsd:double,"-3.68589"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_188_473>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de San Modesto 10"^^xsd:string,"40.48345"^^xsd:double,"-3.68711"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_18_1050>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Doctor Esquerdo 219"^^xsd:string,"40.40157"^^xsd:double,"-3.67428"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_18_60>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Doctor Esquerdo 184"^^xsd:string,"40.40155"^^xsd:double,"-3.67479"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_18_61>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Doctor Esquerdo 221"^^xsd:string,"40.40147"^^xsd:double,"-3.67438"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_18_62>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Sánchez Barcaiztegui 1"^^xsd:string,"40.4023"^^xsd:double,"-3.67615"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_191_475>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 125"^^xsd:string,"40.45846"^^xsd:double,"-3.69031"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_191_476>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 162"^^xsd:string,"40.45846"^^xsd:double,"-3.68965"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_192_477>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 101"^^xsd:string,"40.45151"^^xsd:double,"-3.69131"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_192_478>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 136"^^xsd:string,"40.45145"^^xsd:double,"-3.69039"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_192_479>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 101"^^xsd:string,"40.45383"^^xsd:double,"-3.69076"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_192_480>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 142 B"^^xsd:string,"40.45381"^^xsd:double,"-3.69026"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_199_481>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Puerta del Ángel SN"^^xsd:string,"40.41652"^^xsd:double,"-3.73477"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_19_63>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 12"^^xsd:string,"40.39766"^^xsd:double,"-3.66815"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_19_64>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 9"^^xsd:string,"40.3978"^^xsd:double,"-3.66808"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_19_65>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Peña Prieta 2"^^xsd:string,"40.39851"^^xsd:double,"-3.66897"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_1>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 189"^^xsd:string,"40.46682"^^xsd:double,"-3.68918"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_1040>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Castilla 9"^^xsd:string,"40.46555"^^xsd:double,"-3.68877"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_1043>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 191 B"^^xsd:string,"40.46728"^^xsd:double,"-3.68915"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_1044>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 189"^^xsd:string,"40.46702"^^xsd:double,"-3.68918"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_2>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Castellana 189"^^xsd:string,"40.46722"^^xsd:double,"-3.68952"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_3>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 377"^^xsd:string,"40.46629"^^xsd:double,"-3.69036"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_4>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Castilla 9"^^xsd:string,"40.46546"^^xsd:double,"-3.68891"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_1_773>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Castilla 3"^^xsd:string,"40.46621"^^xsd:double,"-3.69028"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_200_482>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Villamanin 27"^^xsd:string,"40.40766"^^xsd:double,"-3.75288"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_200_483>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Venta 1"^^xsd:string,"40.40805"^^xsd:double,"-3.75323"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_202_484>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Fuentesauco 44"^^xsd:string,"40.39711"^^xsd:double,"-3.77411"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_202_485>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Arenas de San Pedro 2"^^xsd:string,"40.39709"^^xsd:double,"-3.77479"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_202_486>,<http://transport.linkeddata.es/resource/LocationType/2>,"Ctra de Carabanchel a Aravaca 56"^^xsd:string,"40.39718"^^xsd:double,"-3.77421"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_203_487>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 573"^^xsd:string,"40.37757"^^xsd:double,"-3.7925"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_203_488>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Húsares 46"^^xsd:string,"40.37841"^^xsd:double,"-3.79249"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_203_489>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 573"^^xsd:string,"40.37758"^^xsd:double,"-3.79246"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_203_490>,<http://transport.linkeddata.es/resource/LocationType/2>,"Col  Militar de Cuatro Vientos 6 A"^^xsd:string,"40.37822"^^xsd:double,"-3.79274"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_204_491>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 2"^^xsd:string,"40.34962"^^xsd:double,"-3.80735"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_204_492>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 13"^^xsd:string,"40.34982"^^xsd:double,"-3.80768"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_204_493>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 13"^^xsd:string,"40.35001"^^xsd:double,"-3.80745"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_205_494>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 2"^^xsd:string,"40.34543"^^xsd:double,"-3.81161"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_205_495>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 3"^^xsd:string,"40.34599"^^xsd:double,"-3.81153"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_205_496>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Libertad 2"^^xsd:string,"40.34557"^^xsd:double,"-3.81152"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_205_497>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Olímpico Francisco Fernández Ochoa SN"^^xsd:string,"40.34474"^^xsd:double,"-3.81292"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_207_498>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 79"^^xsd:string,"40.38052"^^xsd:double,"-3.72825"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_207_499>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 52"^^xsd:string,"40.38104"^^xsd:double,"-3.72809"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
