"stop_id","stop_name","wheelchair_boarding"
"acc_4_5_13","Bravo Murillo impares","0"
"acc_4_5_14","Bravo Murillo pares","0"
"acc_4_60_171","Goya impares","0"
"acc_4_60_172","Goya pares","0"
"acc_4_60_173","Goya impares","0"
"acc_4_60_174","Goya pares","0"
"acc_4_62_175","Conde de Peñalver","0"
"acc_4_62_176","Conde de Peñalver","0"
"acc_4_63_177","Diego de León","0"
"acc_4_63_178","Francisco Silvela impares","0"
"acc_4_63_179","Francisco Silvela pares","0"
"acc_4_63_180","Francisco Silvela pares","0"
"acc_4_63_234","Juan Bravo - Conde Peñalver","0"
"acc_4_63_235","Juan Bravo - Alcántara","0"
"acc_4_63_236","Francisco Silvela pares","0"
"acc_4_63_237","Francisco Silvela pares","0"
"acc_4_63_238","Alcántara","0"
"acc_4_64_181","Avda. América impares","0"
"acc_4_64_182","Avda. América pares","0"
"acc_4_64_184","Ascensor exterior intercambiador","0"
"acc_4_64_185","Pedro Valdivia","0"
"acc_4_65_186","Plaza Prosperidad","0"
"acc_4_66_187","Clara del Rey","0"
"acc_4_67_188","Ramón y Cajal pares","0"
"acc_4_67_189","Avenida de la Paz","0"
"acc_4_67_190","Ramón y Cajal impares","0"
"acc_4_68_191","Ulises","0"
"acc_4_68_192","Arturo Soria","0"
"acc_4_68_193","José Silva impares","0"
"acc_4_68_194","Ulises impares","0"
"acc_4_69_195","Andorra","0"
"acc_4_6_15","Reina Victoria impares","0"
"acc_4_6_16","Santa Engracia","0"
"acc_4_6_17","Reina Victoria pares","0"
"acc_4_6_18","Bravo Murillo","0"
"acc_4_6_19","Maudes","0"
"acc_4_6_615","Ascensor exterior","0"
"acc_4_70_196","Avda. Machupichu impares","0"
"acc_4_70_197","Ramón Power","0"
"acc_4_70_198","Montalbos","0"
"acc_4_70_199","Mota del Cuervo","0"
"acc_4_70_200","Ascensor","0"
"acc_4_71_201","Arequipa","0"
"acc_4_71_202","Gta. Mar de Cristal","0"
"acc_4_71_203","Mar Adriático","0"
"acc_4_71_204","Ascensor","0"
"acc_4_72_205","Avda. Barranquilla impares","0"
"acc_4_72_206","Avda. Barranquilla pares","0"
"acc_4_72_207","Ascensor","0"
"acc_4_73_208","Santa Virgilia","0"
"acc_4_73_209","Los Arcos","0"
"acc_4_73_210","Ascensor","0"
"acc_4_74_1037","Alcalá - Josefa Valcárcel","0"
"acc_4_74_211","Alcalá impares","0"
"acc_4_74_212","Alcalá pares","0"
"acc_4_75_213","Alcalá impares","0"
"acc_4_75_214","Alcalá pares","0"
"acc_4_76_215","Alcalá pares","0"
"acc_4_76_216","Alcalá impares","0"
"acc_4_77_217","Hnos. García Noblejas","0"
"acc_4_77_218","Misterios","0"
"acc_4_77_219","Arturo Soria","0"
"acc_4_77_220","Albarracín","0"
"acc_4_78_1028","Ascensor exterior","0"
"acc_4_78_221","Hnos. de Pablo","0"
"acc_4_78_222","Emilio Ferrari","0"
"acc_4_78_223","Doctor Vallejo","0"
"acc_4_78_224","Vicente Espinel","0"
"acc_4_78_225","Campuzano","0"
"acc_4_79_226","Hnos. Machado","0"
"acc_4_79_227","Argentina","0"
"acc_4_79_228","Ezequiel Solana","0"
"acc_4_79_229","Virgen del Sagrario","0"
"acc_4_7_20","Ríos Rosas pares","0"
"acc_4_7_21","Ríos Rosas impares","0"
"acc_4_7_22","Bretón de los Herreros","0"
"acc_4_80_230","J. Villena","0"
"acc_4_80_231","Alcalde López Casero","0"
"acc_4_80_232","Hnos. Fdez. Lanseros","0"
"acc_4_80_233","Raquel Meyer","0"
"acc_4_83_239","Velázquez","0"
"acc_4_83_240","Núñez de Balboa","0"
"acc_4_83_242","Pza. Marqués de Salamanca","0"
"acc_4_84_243","Almagro","0"
"acc_4_84_244","Miguel Angel","0"
"acc_4_84_245","Castellana","0"
"acc_4_86_246","Plaza de Chueca","0"
"acc_4_8_23","General Martínez Campos","0"
"acc_4_8_24","Santa Engracia","0"
"acc_4_8_25","Sagunto","0"
"acc_4_8_26","Eloy Gonzalo pares","0"
"acc_4_8_27","Eloy Gonzalo impares","0"
"acc_4_8_774","Ascensor","0"
"acc_4_8_775","Ascensor","0"
"acc_4_90_247","San Francisco","0"
"acc_4_90_248","San Millán","0"
"acc_4_90_249","Toledo","0"
"acc_4_91_250","Puerta de Toledo","0"
"acc_4_92_251","Pº Esperanza","0"
"acc_4_93_252","Pº de las Acacias pares","0"
"acc_4_93_253","Pº de las Acacias impares","0"
"acc_4_93_255","Acceso RENFE","0"
"acc_4_93_256","Ascensor exterior RENFE","0"
"acc_4_94_257","Antonio Leyva","0"
"acc_4_94_258","Avda. Emperatriz Isabel","0"
"acc_4_95_259","Toboso","0"
"acc_4_95_260","San Patricio","0"
"acc_4_95_261","Camino Viejo de Leganés","0"
"acc_4_95_262","Peñafiel","0"
"acc_4_96_263","Valle de Oro","0"
"acc_4_96_264","Oca","0"
"acc_4_96_265","General Ricardos pares","0"
"acc_4_96_266","General Ricardos impares","0"
"acc_4_97_267","Pinzón","0"
"acc_4_97_268","Oca","0"
"acc_4_98_269","Glorieta del Ejército","0"
"acc_4_99_270","Ntra. Sra. de la Luz","0"
"acc_4_9_28","Fuencarral","0"
"acc_4_9_29","Luchana","0"
"acc_4_9_30","Manuela Malasaña","0"
"acc_4_9_31","Francisco de Rojas","0"
"acc_4_9_32","Luchana impares","0"
"acc_4_9_33","Trafalgar","0"
"est_4_10","TRIBUNAL","0"
"est_4_101","EMPALME","2"
"est_4_102","CAMPAMENTO","0"
"est_4_103","CASA DE CAMPO","2"
"est_4_104","LAGUNA","0"
"est_4_105","CARPETANA","0"
"est_4_107","OPAÑEL","0"
"est_4_109","USERA","0"
"est_4_11","GRAN VIA","0"
"est_4_113","CONDE DE CASAL","2"
"est_4_114","SAINZ DE BARANDA","0"
"est_4_115","ODONNELL","0"
"est_4_119","REPUBLICA ARGENTINA","0"
"est_4_122","GUZMAN EL BUENO","2"
"est_4_123","METROPOLITANO","0"
"est_4_124","CIUDAD UNIVERSITARIA","2"
"est_4_128","PUERTA DEL ANGEL","0"
"est_4_129","ALTO DE EXTREMADURA","0"
"est_4_13","TIRSO DE MOLINA","0"
"est_4_130","LUCERO","2"
"est_4_132","LAS MUSAS","0"
"est_4_133","SAN BLAS","0"
"est_4_134","SIMANCAS","0"
"est_4_135","GARCIA NOBLEJAS","0"
"est_4_136","ASCAO","0"
"est_4_138","BARRIO DE LA CONCEPCION","0"
"est_4_139","PARQUE DE LAS AVENIDAS","0"
"est_4_14","ANTON MARTIN","0"
"est_4_140","CARTAGENA","0"
"est_4_142","GREGORIO MARAÑON","2"
"est_4_143","ALONSO CANO","2"
"est_4_145","ISLAS FILIPINAS","2"
"est_4_147","FRANCOS RODRIGUEZ","2"
"est_4_148","VALDEZARZA","2"
"est_4_149","ANTONIO MACHADO","2"
"est_4_15","ATOCHA","0"
"est_4_150","PEÑAGRANDE","0"
"est_4_151","AVDA. DE LA ILUSTRACION","2"
"est_4_152","LACOMA","2"
"est_4_154","PITIS","2"
"est_4_156","COLOMBIA","2"
"est_4_158","FERIA DE MADRID","2"
"est_4_160","BARAJAS","2"
"est_4_161","HERRERA ORIA","0"
"est_4_162","BARRIO DEL PILAR","0"
"est_4_163","VENTILLA","0"
"est_4_165","DUQUE DE PASTRANA","0"
"est_4_166","PIO XII","0"
"est_4_168","CONCHA ESPINA","0"
"est_4_169","CRUZ DEL RAYO","0"
"est_4_17","MENENDEZ PELAYO","0"
"est_4_173","IBIZA","0"
"est_4_175","ESTRELLA","0"
"est_4_176","VINATEROS","0"
"est_4_177","ARTILLEROS","0"
"est_4_178","PAVONES","0"
"est_4_179","VALDEBERNARDO","2"
"est_4_18","PACIFICO","0"
"est_4_180","VICALVARO","2"
"est_4_181","SAN CIPRIANO","2"
"est_4_182","PUERTA DE ARGANDA","2"
"est_4_183","RIVAS URBANIZACIONES","2"
"est_4_184","RIVAS VACIAMADRID","2"
"est_4_185","LA POVEDA","2"
"est_4_186","ARGANDA DEL REY","2"
"est_4_187","FUENCARRAL","0"
"est_4_188","BEGOÑA","0"
"est_4_19","PUENTE DE VALLECAS","0"
"est_4_191","CUZCO","0"
"est_4_192","SANTIAGO BERNABEU","0"
"est_4_199","LAGO","2"
"est_4_2","VALDEACEDERAS","0"
"est_4_20","NUEVA NUMANCIA","0"
"est_4_200","BATAN","2"
"est_4_202","COLONIA JARDIN","2"
"est_4_203","CUATRO VIENTOS","2"
"est_4_204","JOAQUIN VILUMBRALES","2"
"est_4_205","PUERTA DEL SUR","2"
"est_4_207","ABRANTES","2"
"est_4_208","PAN BENDITO","2"
"est_4_21","PORTAZGO","0"
"est_4_210","PARQUE LISBOA","2"
"est_4_211","ALCORCON CENTRAL","2"
"est_4_212","PARQUE OESTE","2"
"est_4_213","UNIVERSIDAD REY JUAN CARLOS","2"
"est_4_214","MOSTOLES CENTRAL","2"
"est_4_215","PRADILLO","2"
"est_4_216","HOSPITAL DE MOSTOLES","2"
"est_4_217","MANUELA MALASAÑA","2"
"est_4_218","LORANCA","2"
"est_4_219","HOSPITAL DE FUENLABRADA","2"
"est_4_22","BUENOS AIRES","0"
"est_4_220","PARQUE EUROPA","2"
"est_4_221","FUENLABRADA CENTRAL","2"
"est_4_222","PARQUE DE LOS ESTADOS","2"
"est_4_223","ARROYO CULEBRO","2"
"est_4_224","CONSERVATORIO","2"
"est_4_225","ALONSO DE MENDOZA","2"
"est_4_226","GETAFE CENTRAL","2"
"est_4_227","JUAN DE LA CIERVA","2"
"est_4_228","EL CASAR","2"
"est_4_229","LOS ESPARTALES","2"
"est_4_23","ALTO DEL ARENAL","2"
"est_4_230","EL BERCIAL","2"
"est_4_231","EL CARRASCAL","2"
"est_4_232","JULIAN BESTEIRO","2"
"est_4_233","CASA DEL RELOJ","2"
"est_4_234","HOSPITAL SEVERO OCHOA","2"
"est_4_235","LEGANES CENTRAL","2"
"est_4_236","SAN NICASIO","2"
"est_4_24","MIGUEL HERNANDEZ","2"
"est_4_25","SIERRA DE GUADALUPE","2"
"est_4_252","ALAMEDA DE OSUNA","2"
"est_4_253","EL CAPRICHO","2"
"est_4_254","SAN FRANCISCO","2"
"est_4_255","CARABANCHEL ALTO","2"
"est_4_256","LA PESETA","2"
"est_4_257","AVIACION ESPAÑOLA","2"
"est_4_258","PINAR DEL REY","2"
"est_4_259","ARGANZUELA-PLANETARIO","2"
"est_4_26","VILLA DE VALLECAS","2"
"est_4_260","LA ELIPA","2"
"est_4_262","BAMBU","2"
"est_4_263","PINAR DE CHAMARTIN","2"
"est_4_264","HORTALEZA","2"
"est_4_265","MANOTERAS","2"
"est_4_267","ALMENDRALES","2"
"est_4_268","HOSPITAL 12 DE OCTUBRE","2"
"est_4_269","SAN FERMIN-ORCASUR","2"
"est_4_27","CONGOSTO","2"
"est_4_270","CIUDAD DE LOS ANGELES","2"
"est_4_271","VILLAVERDE BAJO-CRUCE","2"
"est_4_272","SAN CRISTOBAL","2"
"est_4_273","VILLAVERDE ALTO","2"
"est_4_274","TRES OLIVOS","2"
"est_4_275","MONTECARMELO","2"
"est_4_276","LAS TABLAS","2"
"est_4_277","RONDA DE LA COMUNICACION","2"
"est_4_278","LA GRANJA","2"
"est_4_279","LA MORALEJA","2"
"est_4_28","VENTAS","0"
"est_4_280","MARQUES DE LA VALDAVIA","2"
"est_4_281","MANUEL DE FALLA","2"
"est_4_282","BAUNATAL","2"
"est_4_283","REYES CATOLICOS","2"
"est_4_284","HOSPITAL INFANTA SOFÍA","2"
"est_4_286","ESTADIO METROPOLITANO","2"
"est_4_287","BARRIO DEL PUERTO","2"
"est_4_288","COSLADA CENTRAL","2"
"est_4_289","LA RAMBLA","2"
"est_4_29","MANUEL BECERRA","0"
"est_4_290","SAN FERNANDO","2"
"est_4_291","JARAMA","2"
"est_4_292","HENARES","2"
"est_4_293","LA GAVIA","2"
"est_4_294","LAS SUERTES","2"
"est_4_295","VALDECARROS","2"
"est_4_296","HOSPITAL DEL HENARES","2"
"est_4_3","TETUAN","0"
"est_4_30","GOYA","2"
"est_4_300","RIVAS FUTURA","2"
"est_4_305","LA FORTUNA","0"
"est_4_31","PRINCIPE DE VERGARA","0"
"est_4_32","RETIRO","0"
"est_4_322","LA ALMUDENA","0"
"est_4_323","ALSACIA","0"
"est_4_324","AVENIDA DE GUADALAJARA","0"
"est_4_325","LAS ROSAS","0"
"est_4_326","MIRASIERRA","0"
"est_4_33","BANCO DE ESPAÑA","0"
"est_4_34","SEVILLA","0"
"est_4_345","PACO DE LUCIA","0"
"est_4_36","OPERA","0"
"est_4_37","SANTO DOMINGO","0"
"est_4_39","SAN BERNARDO","0"
"est_4_4","ESTRECHO","0"
"est_4_40","QUEVEDO","0"
"est_4_41","CANAL","2"
"est_4_43","LEGAZPI","2"
"est_4_44","DELICIAS","2"
"est_4_45","PALOS DE LA FRONTERA","2"
"est_4_46","EMBAJADORES","2"
"est_4_47","LAVAPIES","2"
"est_4_49","CALLAO","2"
"est_4_5","ALVARADO","0"
"est_4_50","PLAZA DE ESPAÑA","2"
"est_4_51","VENTURA RODRIGUEZ","2"
"est_4_52","ARGÜELLES","0"
"est_4_57","ALONSO MARTINEZ","0"
"est_4_58","COLON","0"
"est_4_59","SERRANO","0"
"est_4_6","CUATRO CAMINOS","2"
"est_4_60","VELAZQUEZ","0"
"est_4_62","LISTA","0"
"est_4_63","DIEGO DE LEON","0"
"est_4_65","PROSPERIDAD","0"
"est_4_66","ALFONSO XIII","0"
"est_4_67","AVENIDA DE LA PAZ","0"
"est_4_68","ARTURO SORIA","0"
"est_4_69","ESPERANZA","0"
"est_4_7","RIOS ROSAS","0"
"est_4_70","CANILLAS","2"
"est_4_71","MAR DE CRISTAL","2"
"est_4_72","SAN LORENZO","2"
"est_4_73","PARQUE DE SANTA MARIA","2"
"est_4_74","CANILLEJAS","0"
"est_4_75","TORRE ARIAS","0"
"est_4_76","SUANZES","0"
"est_4_77","CIUDAD LINEAL","0"
"est_4_78","PUEBLO NUEVO","0"
"est_4_79","QUINTANA","0"
"est_4_8","IGLESIA","2"
"est_4_80","EL CARMEN","0"
"est_4_83","NUÑEZ DE BALBOA","0"
"est_4_84","RUBEN DARIO","0"
"est_4_86","CHUECA","0"
"est_4_9","BILBAO","0"
"est_4_90","LA LATINA","0"
"est_4_91","PUERTA DE TOLEDO","0"
"est_4_93","PIRAMIDES","2"
"est_4_94","MARQUES DE VADILLO","0"
"est_4_95","URGEL","0"
"est_4_96","OPORTO","0"
"est_4_97","VISTA ALEGRE","0"
"est_4_98","CARABANCHEL","0"
"est_4_99","EUGENIA DE MONTIJO","2"
"est_90_1","Aluche","0"
"est_90_13","Méndez Álvaro Estación Sur","0"
"est_90_14","Intercambiador de Moncloa","0"
"est_90_18","Intercambiador de Príncipe Pío","0"
"est_90_21","Intercambiador de Plaza de Castilla","0"
"est_90_25","Chamartín","0"
"est_90_33","Aeropuerto T4","0"
"est_90_34","Aeropuerto T1 - T2 - T3","0"
"est_90_36","Intercambiador de Plaza Elíptica","0"
"est_90_4","Intercambiador de Avenida de América","0"
"est_90_54","Atocha-Renfe","0"
"est_90_58","Puerta del Sol","0"
"est_90_71","Nuevos Ministerios","0"
"par_4_1","PLAZA DE CASTILLA","0"
"par_4_10","TRIBUNAL","0"
"par_4_100","ALUCHE","2"
"par_4_101","EMPALME","2"
"par_4_102","CAMPAMENTO","0"
"par_4_103","CASA DE CAMPO","2"
"par_4_104","LAGUNA","0"
"par_4_105","CARPETANA","0"
"par_4_106","OPORTO","0"
"par_4_107","OPAÑEL","0"
"par_4_108","PLAZA ELIPTICA","2"
"par_4_109","USERA","0"
"par_4_11","GRAN VIA","0"
"par_4_110","LEGAZPI","2"
"par_4_111","MENDEZ ALVARO","0"
"par_4_112","PACIFICO","0"
"par_4_113","CONDE DE CASAL","2"
"par_4_114","SAINZ DE BARANDA","0"
"par_4_115","ODONNELL","0"
"par_4_116","MANUEL BECERRA","0"
"par_4_117","DIEGO DE LEON","0"
"par_4_118","AVENIDA DE AMERICA","0"
"par_4_119","REPUBLICA ARGENTINA","0"
"par_4_12","SOL","1"
"par_4_120","NUEVOS MINISTERIOS","2"
"par_4_121","CUATRO CAMINOS","2"
"par_4_122","GUZMAN EL BUENO","2"
"par_4_123","METROPOLITANO","0"
"par_4_124","CIUDAD UNIVERSITARIA","2"
"par_4_125","MONCLOA","2"
"par_4_126","ARGÜELLES","2"
"par_4_127","PRINCIPE PIO","1"
"par_4_128","PUERTA DEL ANGEL","0"
"par_4_129","ALTO DE EXTREMADURA","0"
"par_4_13","TIRSO DE MOLINA","0"
"par_4_130","LUCERO","2"
"par_4_132","LAS MUSAS","0"
"par_4_133","SAN BLAS","0"
"par_4_134","SIMANCAS","0"
"par_4_135","GARCIA NOBLEJAS","0"
"par_4_136","ASCAO","0"
"par_4_137","PUEBLO NUEVO","0"
"par_4_138","BARRIO DE LA CONCEPCION","0"
"par_4_139","PARQUE DE LAS AVENIDAS","0"
"par_4_14","ANTON MARTIN","0"
"par_4_140","CARTAGENA","0"
"par_4_141","AVENIDA DE AMERICA","0"
"par_4_142","GREGORIO MARAÑON","2"
"par_4_143","ALONSO CANO","2"
"par_4_144","CANAL","2"
"par_4_145","ISLAS FILIPINAS","2"
"par_4_146","GUZMAN EL BUENO","2"
"par_4_147","FRANCOS RODRIGUEZ","2"
"par_4_148","VALDEZARZA","2"
"par_4_149","ANTONIO MACHADO","2"
"par_4_15","ATOCHA","0"
"par_4_150","PEÑAGRANDE","0"
"par_4_151","AVDA. DE LA ILUSTRACION","2"
"par_4_152","LACOMA","2"
"par_4_154","PITIS","2"
"par_4_155","NUEVOS MINISTERIOS","2"
"par_4_156","COLOMBIA","2"
"par_4_157","MAR DE CRISTAL","2"
"par_4_158","FERIA DE MADRID","2"
"par_4_159","AEROPUERTO T1 T2 T3","2"
"par_4_16","ATOCHA-RENFE","2"
"par_4_160","BARAJAS","2"
"par_4_161","HERRERA ORIA","0"
"par_4_162","BARRIO DEL PILAR","0"
"par_4_163","VENTILLA","0"
"par_4_164","PLAZA DE CASTILLA","0"
"par_4_165","DUQUE DE PASTRANA","0"
"par_4_166","PIO XII","0"
"par_4_167","COLOMBIA","2"
"par_4_168","CONCHA ESPINA","0"
"par_4_169","CRUZ DEL RAYO","0"
"par_4_17","MENENDEZ PELAYO","0"
"par_4_170","AVENIDA DE AMERICA","0"
"par_4_171","NUÑEZ DE BALBOA","0"
"par_4_172","PRINCIPE DE VERGARA","0"
"par_4_173","IBIZA","0"
"par_4_174","SAINZ DE BARANDA","0"
"par_4_175","ESTRELLA","0"
"par_4_176","VINATEROS","0"
"par_4_177","ARTILLEROS","0"
"par_4_178","PAVONES","0"
"par_4_179","VALDEBERNARDO","2"
"par_4_18","PACIFICO","0"
"par_4_180","VICALVARO","2"
"par_4_181","SAN CIPRIANO","2"
"par_4_182","PUERTA DE ARGANDA","2"
"par_4_183","RIVAS URBANIZACIONES","2"
"par_4_184","RIVAS VACIAMADRID","2"
"par_4_185","LA POVEDA","2"
"par_4_186","ARGANDA DEL REY","2"
"par_4_187","FUENCARRAL","0"
"par_4_188","BEGOÑA","0"
"par_4_189","CHAMARTIN","2"
"par_4_19","PUENTE DE VALLECAS","0"
"par_4_190","PLAZA DE CASTILLA","0"
"par_4_191","CUZCO","0"
"par_4_192","SANTIAGO BERNABEU","0"
"par_4_193","NUEVOS MINISTERIOS","2"
"par_4_194","GREGORIO MARAÑON","2"
"par_4_195","ALONSO MARTINEZ","0"
"par_4_196","TRIBUNAL","0"
"par_4_197","PLAZA DE ESPAÑA","2"
"par_4_198","PRINCIPE PIO","1"
"par_4_199","LAGO","2"
"par_4_2","VALDEACEDERAS","0"
"par_4_20","NUEVA NUMANCIA","0"
"par_4_200","BATAN","2"
"par_4_201","CASA DE CAMPO","2"
"par_4_202","COLONIA JARDIN","2"
"par_4_203","CUATRO VIENTOS","2"
"par_4_204","JOAQUIN VILUMBRALES","2"
"par_4_205","PUERTA DEL SUR","2"
"par_4_206","PLAZA ELIPTICA","2"
"par_4_207","ABRANTES","2"
"par_4_208","PAN BENDITO","2"
"par_4_209","PUERTA DEL SUR","2"
"par_4_21","PORTAZGO","0"
"par_4_210","PARQUE LISBOA","2"
"par_4_211","ALCORCON CENTRAL","2"
"par_4_212","PARQUE OESTE","2"
"par_4_213","UNIVERSIDAD REY JUAN CARLOS","2"
"par_4_214","MOSTOLES CENTRAL","2"
"par_4_215","PRADILLO","2"
"par_4_216","HOSPITAL DE MOSTOLES","2"
"par_4_217","MANUELA MALASAÑA","2"
"par_4_218","LORANCA","2"
"par_4_219","HOSPITAL DE FUENLABRADA","2"
"par_4_22","BUENOS AIRES","0"
"par_4_220","PARQUE EUROPA","2"
"par_4_221","FUENLABRADA CENTRAL","2"
"par_4_222","PARQUE DE LOS ESTADOS","2"
"par_4_223","ARROYO CULEBRO","2"
"par_4_224","CONSERVATORIO","2"
"par_4_225","ALONSO DE MENDOZA","2"
"par_4_226","GETAFE CENTRAL","2"
"par_4_227","JUAN DE LA CIERVA","2"
"par_4_228","EL CASAR","2"
"par_4_229","LOS ESPARTALES","2"
"par_4_23","ALTO DEL ARENAL","2"
"par_4_230","EL BERCIAL","2"
"par_4_231","EL CARRASCAL","2"
"par_4_232","JULIAN BESTEIRO","2"
"par_4_233","CASA DEL RELOJ","2"
"par_4_234","HOSPITAL SEVERO OCHOA","2"
"par_4_235","LEGANES CENTRAL","2"
"par_4_236","SAN NICASIO","2"
"par_4_237","OPERA","0"
"par_4_238","PRINCIPE PIO","1"
"par_4_24","MIGUEL HERNANDEZ","2"
"par_4_25","SIERRA DE GUADALUPE","2"
"par_4_252","ALAMEDA DE OSUNA","2"
"par_4_253","EL CAPRICHO","2"
"par_4_254","SAN FRANCISCO","2"
"par_4_255","CARABANCHEL ALTO","2"
"par_4_256","LA PESETA","2"
"par_4_257","AVIACION ESPAÑOLA","2"
"par_4_258","PINAR DEL REY","2"
"par_4_259","ARGANZUELA-PLANETARIO","2"
"par_4_26","VILLA DE VALLECAS","2"
"par_4_260","LA ELIPA","2"
"par_4_261","CHAMARTIN","2"
"par_4_262","BAMBU","2"
"par_4_263","PINAR DE CHAMARTIN","2"
"par_4_264","HORTALEZA","2"
"par_4_265","MANOTERAS","2"
"par_4_266","PINAR DE CHAMARTIN","2"
"par_4_267","ALMENDRALES","2"
"par_4_268","HOSPITAL 12 DE OCTUBRE","2"
"par_4_269","SAN FERMIN-ORCASUR","2"
"par_4_27","CONGOSTO","2"
"par_4_270","CIUDAD DE LOS ANGELES","2"
"par_4_271","VILLAVERDE BAJO-CRUCE","2"
"par_4_272","SAN CRISTOBAL","2"
"par_4_273","VILLAVERDE ALTO","2"
"par_4_274","TRES OLIVOS","2"
"par_4_275","MONTECARMELO","2"
"par_4_276","LAS TABLAS","2"
"par_4_277","RONDA DE LA COMUNICACION","2"
"par_4_278","LA GRANJA","2"
"par_4_279","LA MORALEJA","2"
"par_4_28","VENTAS","0"
"par_4_280","MARQUES DE LA VALDAVIA","2"
"par_4_281","MANUEL DE FALLA","2"
"par_4_282","BAUNATAL","2"
"par_4_283","REYES CATOLICOS","2"
"par_4_284","HOSPITAL INFANTA SOFÍA","2"
"par_4_285","AEROPUERTO T4","2"
"par_4_286","ESTADIO METROPOLITANO","2"
"par_4_287","BARRIO DEL PUERTO","2"
"par_4_288","COSLADA CENTRAL","2"
"par_4_289","LA RAMBLA","2"
"par_4_29","MANUEL BECERRA","0"
"par_4_290","SAN FERNANDO","2"
"par_4_291","JARAMA","2"
"par_4_292","HENARES","2"
"par_4_293","LA GAVIA","2"
"par_4_294","LAS SUERTES","2"
"par_4_295","VALDECARROS","2"
"par_4_296","HOSPITAL DEL HENARES","2"
"par_4_3","TETUAN","0"
"par_4_30","GOYA","2"
"par_4_300","RIVAS FUTURA","2"
"par_4_305","LA FORTUNA","0"
"par_4_31","PRINCIPE DE VERGARA","0"
"par_4_32","RETIRO","0"
"par_4_322","LA ALMUDENA","0"
"par_4_323","ALSACIA","0"
"par_4_324","AVENIDA DE GUADALAJARA","0"
"par_4_325","LAS ROSAS","0"
"par_4_326","MIRASIERRA","0"
"par_4_33","BANCO DE ESPAÑA","0"
"par_4_34","SEVILLA","0"
"par_4_345","PACO DE LUCIA","0"
"par_4_35","SOL","1"
"par_4_36","OPERA","0"
"par_4_37","SANTO DOMINGO","0"
"par_4_38","NOVICIADO","0"
"par_4_39","SAN BERNARDO","0"
"par_4_4","ESTRECHO","0"
"par_4_40","QUEVEDO","0"
"par_4_41","CANAL","2"
"par_4_42","CUATRO CAMINOS","2"
"par_4_43","LEGAZPI","2"
"par_4_44","DELICIAS","2"
"par_4_45","PALOS DE LA FRONTERA","2"
"par_4_46","EMBAJADORES","2"
"par_4_47","LAVAPIES","2"
"par_4_48","SOL","1"
"par_4_49","CALLAO","2"
"par_4_5","ALVARADO","0"
"par_4_50","PLAZA DE ESPAÑA","2"
"par_4_51","VENTURA RODRIGUEZ","2"
"par_4_52","ARGÜELLES","0"
"par_4_53","MONCLOA","2"
"par_4_54","ARGÜELLES","0"
"par_4_55","SAN BERNARDO","0"
"par_4_56","BILBAO","0"
"par_4_57","ALONSO MARTINEZ","0"
"par_4_58","COLON","0"
"par_4_59","SERRANO","0"
"par_4_6","CUATRO CAMINOS","2"
"par_4_60","VELAZQUEZ","0"
"par_4_61","GOYA","2"
"par_4_62","LISTA","0"
"par_4_63","DIEGO DE LEON","0"
"par_4_64","AVENIDA DE AMERICA","0"
"par_4_65","PROSPERIDAD","0"
"par_4_66","ALFONSO XIII","0"
"par_4_67","AVENIDA DE LA PAZ","0"
"par_4_68","ARTURO SORIA","0"
"par_4_69","ESPERANZA","0"
"par_4_7","RIOS ROSAS","0"
"par_4_70","CANILLAS","2"
"par_4_71","MAR DE CRISTAL","2"
"par_4_72","SAN LORENZO","2"
"par_4_73","PARQUE DE SANTA MARIA","2"
"par_4_74","CANILLEJAS","0"
"par_4_75","TORRE ARIAS","0"
"par_4_76","SUANZES","0"
"par_4_77","CIUDAD LINEAL","0"
"par_4_78","PUEBLO NUEVO","0"
"par_4_79","QUINTANA","0"
"par_4_8","IGLESIA","2"
"par_4_80","EL CARMEN","0"
"par_4_81","VENTAS","0"
"par_4_82","DIEGO DE LEON","0"
"par_4_83","NUÑEZ DE BALBOA","0"
"par_4_84","RUBEN DARIO","0"
"par_4_85","ALONSO MARTINEZ","0"
"par_4_86","CHUECA","0"
"par_4_87","GRAN VIA","0"
"par_4_88","CALLAO","2"
"par_4_89","OPERA","0"
"par_4_9","BILBAO","0"
"par_4_90","LA LATINA","0"
"par_4_91","PUERTA DE TOLEDO","0"
"par_4_92","ACACIAS","0"
"par_4_93","PIRAMIDES","2"
"par_4_94","MARQUES DE VADILLO","0"
"par_4_95","URGEL","0"
"par_4_96","OPORTO","0"
"par_4_97","VISTA ALEGRE","0"
"par_4_98","CARABANCHEL","0"
"par_4_99","EUGENIA DE MONTIJO","2"
